material_id,cpse_id,sector,plant_code,source_material_code,material_type,material_description,technical_spec_text,uom,existing_material_group,unit_price_inr,current_stock_qty,annual_procurement_qty,bucket,human_review_flag
MAT-HE-008559,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,MAT-780379,ERSA,GATE VALVE 2 IN 150# A105 FLGD,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,8364.45,7,22,BKT-VLV-GATE-2INCH-150#-A105-06702,False
MAT-ST-008560,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-547143,ERSA,BALL VALVE 3 INCH 150# WCB FLGD,3-PIECE BALL VALVE FULL BORE 3 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,EA,PIPING-VALVES,18226.52,12,62,BKT-VLV-BALL-3INCH-150#-WCB-06703,False
MAT-RP-008561,CPSE-IOCL,Refining & Petrochemicals,IOCL-PANIPAT-REFINERY,MAT-923530,ERSA,GATE VALVE 6 INCH 150# WCB FLGD,GATE VALVE 6 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,38030.5,1,3,BKT-VLV-GATE-6INCH-150#-WCB-06704,False
MAT-ST-008562,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-335906,HIBE,STUD BOLT 1/2 INCH X 90MM B7 W/2NUTS 2H,HIGH TENSILE ALLOY STEEL STUD BOLT 1/2 INCH X 90MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,SET,HARDWARE-FASTENERS,204.71,129,451,BKT-FAS-STUD-12INCHX90MM-B7-2H-06705,False
MAT-GT-008563,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,MAT-170128,ERSA,BEARING SPH ROLLER 22218K C3,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,9351.78,12,51,BKT-BRG-SPH-22218K-C3-06706,False
MAT-OG-008564,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,MAT-613803,ERSA,BEARING BALL 6305 OPEN C3,DEEP GROOVE BALL BEARING 25X62X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,500.03,9,28,BKT-BRG-DGBB-6305-OPEN-06707,False
MAT-ST-008565,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-635244,ERSA,BEARING BALL 6305 OPEN C3,DEEP GROOVE BALL BEARING 25X62X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,438.38,1,3,BKT-BRG-DGBB-6305-OPEN-06708,False
MAT-ST-008566,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-414414,ERSA,CONTACTOR 32A 3P 230VAC 3TF34,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,3833.36,7,24,BKT-ELE-CONT-32A-3TF34-230V-06709,False
MAT-ST-008567,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-199785,HIBE,HEX HEAD BOLT M20 X 100MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 100MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,144.14,303,674,BKT-FAS-BOLT-M20X100MM-8.8-06710,False
MAT-HE-008568,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-735663,HIBE,PIPE SMLS CS 4 INCH SCH40 ASTM A106 GR B,SEAMLESS PIPE SIZE 4 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,MTR,PIPING-TUBES,1612.58,10,37,BKT-PIPE-4INCH-SCH40-ASTMA106GRB-06711,False
MAT-RP-008569,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,MAT-952396,ERSA,BEARING BALL 6204 ZZ C3,DEEP GROOVE BALL BEARING 20X47X14MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,224.6,9,35,BKT-BRG-DGBB-6204-ZZ-06712,False
MAT-OG-008570,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MAT-137825,ERSA,BRG BALL 6204 ZZ C3,DEEP GROOVE BALL BEARING 20X47X14MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,273.42,2,6,BKT-BRG-DGBB-6204-ZZ-06712,False
MAT-GT-008571,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,MAT-730207,ERSA,BEARING BALL 6305 2RS1 C3,DEEP GROOVE BALL BEARING 25X62X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,646.32,5,13,BKT-BRG-DGBB-6305-2RS1-06713,False
MAT-OG-008572,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,MAT-771338,ERSA,GATE VALVE 1/2 INCH 150# A105 FLGD,GATE VALVE 1/2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,4118.17,9,34,BKT-VLV-GATE-1/2INCH-150#-A105-06714,False
MAT-HE-008573,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,MAT-550384,ERSA,BEARING SPH ROLLER 22222K C3,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,19410.59,8,34,BKT-BRG-SPH-22222K-C3-06715,True
MAT-OG-008574,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,MAT-100445,ERSA,Bearing Sph Rllr 22222K C3,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,15909.84,27,64,BKT-BRG-SPH-22222K-C3-06715,True
MAT-ST-008575,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-548214,ERSA,GATE VALVE 3 INCH 150# CF8M FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,46704.47,1,4,BKT-VLV-GATE-3INCH-150#-CF8M-06716,False
MAT-RP-008576,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-393145,ERSA,"GATE VLV 3 "" 150# CF8M FLGD",GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,48174.76,1,5,BKT-VLV-GATE-3INCH-150#-CF8M-06716,False
MAT-HE-008577,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-332818,ERSA,GATE VLV 3 INCH 150# CF8M FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,44910.72,1,4,BKT-VLV-GATE-3INCH-150#-CF8M-06716,False
MAT-PW-008578,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,MAT-862540,ERSA,GATE VLV 3 IN 150# CF8M FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,49652.16,0,2,BKT-VLV-GATE-3INCH-150#-CF8M-06716,False
MAT-PW-008579,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-646666,ERSA,GATE VALVE 3 IN 150# CF8M FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,45359.95,0,1,BKT-VLV-GATE-3INCH-150#-CF8M-06716,False
MAT-MN-008580,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,MAT-690481,ERSA,GATE VLV 3 IN 150# CF8M FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,43439.45,1,5,BKT-VLV-GATE-3INCH-150#-CF8M-06716,False
MAT-MN-008581,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-439928,ERSA,BEARING BALL 6207 ZZ C3,DEEP GROOVE BALL BEARING 35X72X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,633.97,10,28,BKT-BRG-DGBB-6207-ZZ-06717,False
MAT-ST-008582,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-994242,ERSA,BEARING SPH ROLLER 22218K NORMAL,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,7078.94,5,14,BKT-BRG-SPH-22218K-NORMAL-06718,False
MAT-HE-008583,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-386657,ERSA,BEARING SPH RLLR 22218K NORMAL,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,8887.19,1,6,BKT-BRG-SPH-22218K-NORMAL-06718,False
MAT-HE-008584,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-378327,HIBE,STUD BOLT 3/4 INCH X 120MM B7 W/2NUTS 2H,HIGH TENSILE ALLOY STEEL STUD BOLT 3/4 INCH X 120MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,SET,HARDWARE-FASTENERS,391.26,133,424,BKT-FAS-STUD-34INCHX120MM-B7-2H-06719,False
MAT-RP-008585,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,MAT-162718,ERSA,GATE VALVE 2 INCH 150# A105 FLGD,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,7882.66,6,19,BKT-VLV-GATE-2INCH-150#-A105-06720,False
MAT-ST-008586,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-139240,ERSA,Gate Vlv 2 In 150# A105 Flgd,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,7295.19,11,38,BKT-VLV-GATE-2INCH-150#-A105-06720,False
MAT-ST-008587,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-335200,ERSA,GATE VALVE 2 IN 150# A105 FLGD,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,8061.57,22,108,BKT-VLV-GATE-2INCH-150#-A105-06720,False
MAT-ST-008588,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-978269,ERSA,MCB 63A 3P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 63A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,2351.44,0,4,BKT-ELE-MCB-63A-3P-C-06721,False
MAT-RP-008589,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-997433,ERSA,MCB 10A 1P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 10A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,236.34,6,14,BKT-ELE-MCB-10A-1P-C-06722,False
MAT-ST-008590,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-674276,HIBE,HEX HEAD BOLT M24 X 100MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M24 X 100MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,236.7,47,226,BKT-FAS-BOLT-M24X100MM-8.8-06723,False
MAT-OG-008591,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MAT-749475,ERSA,BEARING SPH ROLLER 22222K NORMAL,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,17448.27,15,78,BKT-BRG-SPH-22222K-NORMAL-06724,False
MAT-OG-008592,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,MAT-743070,ERSA,BEARING BALL 6314 OPEN C3,DEEP GROOVE BALL BEARING 70X150X35MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,4769.04,1,6,BKT-BRG-DGBB-6314-OPEN-06725,False
MAT-HE-008593,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,MAT-440194,ERSA,BEARING SPH ROLLER 22316 C3,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,20778.65,27,115,BKT-BRG-SPH-22316-C3-06726,False
MAT-MN-008594,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-307212,ERSA,GATE VALVE 2 INCH 150# CF8M FLGD,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,24966.22,5,27,BKT-VLV-GATE-2INCH-150#-CF8M-06727,False
MAT-RP-008595,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-444443,ERSA,BEARING SPH ROLLER 22218K C3,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,8908.45,7,22,BKT-BRG-SPH-22218K-C3-06728,False
MAT-PW-008596,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-891756,ERSA,BEARING SPH ROLLER 22218K C3,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,9088.08,5,20,BKT-BRG-SPH-22218K-C3-06728,False
MAT-GT-008597,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,MAT-344345,ERSA,BEARING SPH ROLLER 22218K C3,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,9311.76,6,17,BKT-BRG-SPH-22218K-C3-06728,False
MAT-MN-008598,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,MAT-417121,ERSA,MCCB 250A 3P 36KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,20395.08,12,56,BKT-ELE-MCCB-250A-3P-36KA-06729,False
MAT-OG-008599,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-731930,HIBE,HEX HEAD BOLT M16 X 80MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 80MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,81.37,26,124,BKT-FAS-BOLT-M16X80MM-8.8-06730,False
MAT-ST-008600,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-877620,ERSA,PRESSURE TRANSMITTER 0-40 BAR 4-20MA HAR,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,EA,INSTRUMENTATION-CONTROL,67067.77,1,5,BKT-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-06731,False
MAT-HE-008601,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-788957,HIBE,SPIRAL WOUND GASKET 4 INCH 300# SS304/GR,SPIRAL WOUND METALLIC GASKET 4 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,691.13,44,199,BKT-SEAL-SPRL-4INCH-300#-SS304-06732,False
MAT-OG-008602,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,MAT-869616,HIBE,PIPE SMLS CS 4 INCH SCH40 ASTM A106 GR B,SEAMLESS PIPE SIZE 4 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,MTR,PIPING-TUBES,1755.94,3,13,BKT-PIPE-4INCH-SCH40-ASTMA106GRB-06733,False
MAT-ST-008603,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-157403,ERSA,BEARING BALL 6314 OPEN C3,DEEP GROOVE BALL BEARING 70X150X35MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,4728.02,44,194,BKT-BRG-DGBB-6314-OPEN-06734,False
MAT-ST-008604,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-876011,ERSA,BEARING SPH ROLLER 22320 NORMAL,SPHERICAL ROLLER BEARING 100X215X73MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,26627.76,8,34,BKT-BRG-SPH-22320-NORMAL-06735,False
MAT-PW-008605,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-251927,HIBE,FLANGE WNRF 2 INCH 150# A105,FORGED CARBON STEEL FLANGE WNRF SIZE 2 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1648.43,14,40,BKT-FLG-WNRF-2INCH-150#-A105-06736,False
MAT-MN-008606,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-730578,HIBE,FLANGE WNRF 2 IN 150# A105,FORGED CARBON STEEL FLANGE WNRF SIZE 2 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1519.7,14,60,BKT-FLG-WNRF-2INCH-150#-A105-06736,False
MAT-RP-008607,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-692714,ERSA,BEARING SPH ROLLER 22222 C3,SPHERICAL ROLLER BEARING 110X200X53MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,15856.67,3,7,BKT-BRG-SPH-22222-C3-06737,True
MAT-PW-008608,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-582341,ERSA,BRG SPH ROLLER 22222 C3,SPHERICAL ROLLER BEARING 110X200X53MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,19802.4,41,99,BKT-BRG-SPH-22222-C3-06737,True
MAT-PW-008609,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-493811,ERSA,Brg Sph Roller 22222 C3,SPHERICAL ROLLER BEARING 110X200X53MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,17133.69,0,3,BKT-BRG-SPH-22222-C3-06737,True
MAT-ST-008610,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-123062,HIBE,PIPE SMLS CS 4 INCH SCH40 ASTM A106 GR B,SEAMLESS PIPE SIZE 4 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,MTR,PIPING-TUBES,1547.06,5,13,BKT-PIPE-4INCH-SCH40-ASTMA106GRB-06738,False
MAT-MN-008611,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,MAT-739084,ERSA,BEARING BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,267.67,4,16,BKT-BRG-DGBB-6204-OPEN-06739,False
MAT-OG-008612,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-125676,ERSA,BRG BL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,274.99,9,39,BKT-BRG-DGBB-6204-OPEN-06739,False
MAT-RP-008613,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,MAT-375305,ERSA,BEARING BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,229.92,5,29,BKT-BRG-DGBB-6204-OPEN-06739,False
MAT-HE-008614,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-824449,ERSA,BRG BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,229.32,4,21,BKT-BRG-DGBB-6204-OPEN-06739,False
MAT-RP-008615,CPSE-IOCL,Refining & Petrochemicals,IOCL-PANIPAT-REFINERY,MAT-200300,ERSA,BRG BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,283.35,8,24,BKT-BRG-DGBB-6204-OPEN-06739,False
MAT-PW-008616,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-576218,ERSA,BEARING SPH ROLLER 22226 NORMAL,SPHERICAL ROLLER BEARING 130X230X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,22638.67,4,11,BKT-BRG-SPH-22226-NORMAL-06740,False
MAT-PW-008617,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,MAT-532956,HIBE,CABLE LT XLPE 1.1KV 4C X 50 SQMM AL ARMD,1.1KV GRADE 4C X 50 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,MTR,ELECTRICAL-CABLES,1250.93,2,7,BKT-CBL-LTXLPE-4CX50SQMM-1.1KV-06741,False
MAT-MN-008618,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-824264,HIBE,FLANGE SORF 4 INCH 150# A105,FORGED CARBON STEEL FLANGE SORF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1972.73,13,43,BKT-FLG-SORF-4INCH-150#-A105-06742,False
MAT-ST-008619,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-707806,ERSA,GATE VALVE 2 INCH 150# CF8M FLGD,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,26981.11,11,42,BKT-VLV-GATE-2INCH-150#-CF8M-06743,False
MAT-HE-008620,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-517014,HIBE,HEX HEAD BOLT M16 X 65MM GR 4.6,HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 65MM LENGTH PROPERTY CLASS 4.6 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,50.49,213,889,BKT-FAS-BOLT-M16X65MM-4.6-06744,False
MAT-HE-008621,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-807208,ERSA,BEARING BALL 6310 2RS1 C3,DEEP GROOVE BALL BEARING 50X110X27MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,2278.6,3,13,BKT-BRG-DGBB-6310-2RS1-06745,False
MAT-ST-008622,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-114772,ERSA,MCB 32A 4P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 32A 4P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,2113.55,15,42,BKT-ELE-MCB-32A-4P-C-06746,False
MAT-HE-008623,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-300170,ERSA,BALL VALVE 1 INCH 300# CF8M FLGD,3-PIECE BALL VALVE FULL BORE 1 INCH CLASS 300# FLANGED BODY CF8M PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,EA,PIPING-VALVES,5484.82,4,19,BKT-VLV-BALL-1INCH-300#-CF8M-06747,False
MAT-HE-008624,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-227368,ERSA,BEARING SPH ROLLER 22222K NORMAL,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,16891.88,16,63,BKT-BRG-SPH-22222K-NORMAL-06748,False
MAT-MN-008625,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,MAT-378368,ERSA,BEARING BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,250.16,15,55,BKT-BRG-DGBB-6204-OPEN-06749,False
MAT-GT-008626,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,MAT-685597,HIBE,HEX HEAD BOLT M24 X 100MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M24 X 100MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,243.86,82,309,BKT-FAS-BOLT-M24X100MM-8.8-06750,False
